"ref_name","ARO Term","ARO Accession","NCBI","init_final","Model Sequence ID","CVTERM ID","ARO Name","Protein Accession","DNA Accession","AMR Gene Family","Drug Class","Resistance Mechanism"
"MIR-3.3002169.AY743435.13-1159.1810","MIR-3",3002169,"AY743435","13-1159","1810",38569,"MIR-3","AAU95779.1","AY743435","MIR beta-lactamase","cephalosporin;monobactam","antibiotic inactivation"
"bacA.3002986.U00096.3.3203309-3204131.4677","bacA",3002986,"U00096 . 3","3203309-3204131","4677",39420,"bacA","AAC76093.1","U00096.3","undecaprenyl pyrophosphate related proteins","peptide antibiotic","antibiotic target alteration"
"MIR-16.3002181.KM087861.0-1146.1581","MIR-16",3002181,"KM087861","0-1146","1581",38581,"MIR-16","AIT76114.1","KM087861","MIR beta-lactamase","cephalosporin;monobactam","antibiotic inactivation"
"AcrS.3000656.U00096.3412802-3413465.4558","AcrS",3000656,"U00096","3412802-3413465","4558",37000,"AcrS","AAC76296.1","U00096","resistance-nodulation-cell division (RND) antibiotic efflux pump","cephalosporin;cephamycin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan","antibiotic efflux"
"tetR.3003479.AL513383.179218-179845.2090","tetR",3003479,"AL513383","179218-179845","2090",40072,"tetR","CAD09823.1","AL513383","major facilitator superfamily (MFS) antibiotic efflux pump","tetracycline antibiotic","antibiotic efflux;antibiotic target alteration"
"MIR-12.3002177.KM087863.0-1146.1269","MIR-12",3002177,"KM087863","0-1146","1269",38577,"MIR-12","AIT76116.1","KM087863","MIR beta-lactamase","cephalosporin;monobactam","antibiotic inactivation"
"soxS.3003511.U00096.3.4277059-4277383.5276","soxS",3003511,"U00096 . 3","4277059-4277383","5276",40113,"Escherichia coli soxS with mutation conferring antibiotic resistance","AAC77032.1","U00096.3","ATP-binding cassette (ABC) antibiotic efflux pump;General Bacterial Porin with reduced permeability to beta-lactams;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump","carbapenem;cephalosporin;cephamycin;fluoroquinolone antibiotic;glycylcycline;monobactam;penam;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan","antibiotic efflux;antibiotic target alteration;reduced permeability to antibiotic"
"APH(2'')-IIIa.3002636.U51479.0-921.181","APH(2'')-IIIa",3002636,"U51479","0-921","181",39036,"APH(2'')-IIIa","AAB49832.1","U51479","APH(2'')","aminoglycoside antibiotic","antibiotic inactivation"
"LnuP.3004601.FJ589781.1.1302-1803.5200","LnuP",3004601,"FJ589781 . 1","1302-1803","5200",42534,"LnuP","ACS83559.1","FJ589781.1","lincosamide nucleotidyltransferase (LNU)","lincosamide antibiotic","antibiotic inactivation"
"vanD.3000005.AY082011.5900-6932.179","vanD",3000005,"AY082011","5900-6932","179",36014,"vanD","AAM09849.1","AY082011","glycopeptide resistance gene cluster;van ligase","glycopeptide antibiotic","antibiotic target alteration"
"mdtC.3000794.U00096.2158385-2161463.257","mdtC",3000794,"U00096","2158385-2161463","257",37174,"mdtC","AAC75137.1","U00096","resistance-nodulation-cell division (RND) antibiotic efflux pump","aminocoumarin antibiotic","antibiotic efflux"
"AAC(6')-Iih.3002590.AJ584701.10-562.250","AAC(6')-Iih",3002590,"AJ584701","10-562","250",38990,"AAC(6')-Iih","CAE50926.1","AJ584701","AAC(6')","aminoglycoside antibiotic","antibiotic inactivation"
"Enterococcus_faecium_EF-Tu.3003438.CP003583.1.60337-61609.5307","Enterococcus_faecium_EF-Tu",3003438,"CP003583 . 1","60337-61609","5307",40022,"Enterococcus faecium EF-Tu mutants conferring resistance to GE2270A","AFK57679.1","CP003583.1","elfamycin resistant EF-Tu","elfamycin antibiotic","antibiotic target alteration"
"Escherichia_coli_UhpA.3003893.HG738867.2930707-2931298.3671","Escherichia_coli_UhpA",3003893,"HG738867","2930707-2931298","3671",40595,"Escherichia coli UhpA with mutation conferring resistance to fosfomycin","CDJ73205","HG738867","antibiotic-resistant UhpT","fosfomycin","antibiotic target alteration"
"cmlA1.3002693.M64556.1.600-1860.5548","cmlA1",3002693,"M64556 . 1","600-1860","5548",39127,"cmlA1","AAA26057.1","M64556.1","major facilitator superfamily (MFS) antibiotic efflux pump","phenicol antibiotic","antibiotic efflux"
"aadA5.3002605.AF137361.63-852.471","aadA5",3002605,"AF137361","63-852","471",39005,"aadA5","AAF17880.1","AF137361","ANT(3'')","aminoglycoside antibiotic","antibiotic inactivation"
"baeR.3000828.AP009048.1.2166412-2167135.5369","baeR",3000828,"AP009048 . 1","2166412-2167135","5369",37208,"baeR","BAA15935.1","AP009048.1","resistance-nodulation-cell division (RND) antibiotic efflux pump","aminocoumarin antibiotic;aminoglycoside antibiotic","antibiotic efflux"
"acrR.3003807.U00096.3.485760-486408.5225","acrR",3003807,"U00096 . 3","485760-486408","5225",40492,"Escherichia coli acrR with mutation conferring multidrug antibiotic resistance","AAC73566.1","U00096.3","resistance-nodulation-cell division (RND) antibiotic efflux pump","cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan","antibiotic efflux;antibiotic target alteration"
"sul3.3000413.FJ196385.8531-9323.4494","sul3",3000413,"FJ196385","8531-9323","4494",36552,"sul3","ACJ63260.1","FJ196385","sulfonamide resistant sul","sulfonamide antibiotic;sulfone antibiotic","antibiotic target replacement"
"Klebsiella_aerogenes_Omp36.3003385.AF335467.36-1164.2109","Klebsiella_aerogenes_Omp36",3003385,"AF335467","36-1164","2109",39969,"Klebsiella aerogenes Omp36","AAK11270.1","AF335467","General Bacterial Porin with reduced permeability to beta-lactams","carbapenem;cephalosporin;cephamycin;monobactam;penam;penem","reduced permeability to antibiotic"
"ompF.3003390.U00096.3.985893-986982.5413","ompF",3003390,"U00096 . 3","985893-986982","5413",39974,"Escherichia coli ompF with mutation conferring resistance to beta-lactam antibiotics","AAC74015.1","U00096.3","General Bacterial Porin with reduced permeability to beta-lactams","carbapenem;cephalosporin;cephamycin;monobactam;penam;penem","reduced permeability to antibiotic"
"parC.3003941.NC_004337.2.3159154-3161413.4606","parC",3003941,"NC_004337 . 2","3159154-3161413","4606",40666,"Shigella flexneri parC conferring resistance to fluoroquinolones","AAN44541.1","AE005674.2","fluoroquinolone resistant parC","fluoroquinolone antibiotic","antibiotic target alteration"
"Escherichia_coli_UhpA.3003893.HG738867.2930707-2931298.3668","Escherichia_coli_UhpA",3003893,"HG738867","2930707-2931298","3668",40595,"Escherichia coli UhpA with mutation conferring resistance to fosfomycin","CDJ73205","HG738867","antibiotic-resistant UhpT","fosfomycin","antibiotic target alteration"
"QnrB19.3002734.JX298080.433-1078.484","QnrB19",3002734,"JX298080","433-1078","484",39168,"QnrB19","AGK90303.1","JX298080","quinolone resistance protein (qnr)","fluoroquinolone antibiotic","antibiotic target protection"
"baeS.3000829.AP009048.2165012-2166416.608","baeS",3000829,"AP009048","2165012-2166416","608",37209,"baeS","BAA15934.1","AP009048","resistance-nodulation-cell division (RND) antibiotic efflux pump","aminocoumarin antibiotic;aminoglycoside antibiotic","antibiotic efflux"
"parC.3003941.AE005674.2.3159154-3161413.5263","parC",3003941,"AE005674 . 2","3159154-3161413","5263",40666,"Shigella flexneri parC conferring resistance to fluoroquinolones","AAN44541.1","AE005674.2","fluoroquinolone resistant parC","fluoroquinolone antibiotic","antibiotic target alteration"
"cmlA5.3002695.AY115475.3337-4597.695","cmlA5",3002695,"AY115475","3337-4597","695",39129,"cmlA5","AAM77075.1","AY115475","major facilitator superfamily (MFS) antibiotic efflux pump","phenicol antibiotic","antibiotic efflux"
"QnrB5.3002719.DQ303919.0-681.256","QnrB5",3002719,"DQ303919","0-681","256",39153,"QnrB5","ABC17628.1","DQ303919","quinolone resistance protein (qnr)","fluoroquinolone antibiotic","antibiotic target protection"
"cmlA6.3002696.AF294653.2749-4009.728","cmlA6",3002696,"AF294653","2749-4009","728",39130,"cmlA6","AAK52606.1","AF294653","major facilitator superfamily (MFS) antibiotic efflux pump","phenicol antibiotic","antibiotic efflux"
"cmlA.3002691.AJ487033.1685-2858.623","cmlA",3002691,"AJ487033","1685-2858","623",39125,"Salmonella enterica cmlA","CAD31707.1","AJ487033","major facilitator superfamily (MFS) antibiotic efflux pump","phenicol antibiotic","antibiotic efflux"
"OXA-136.3001765.EU086830.88-898.2000","OXA-136",3001765,"EU086830","88-898","2000",38165,"OXA-136","ABW76134.1","EU086830","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"OXA-137.3001767.EU086834.88-898.799","OXA-137",3001767,"EU086834","88-898","799",38167,"OXA-137","ABW76138.1","EU086834","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"OXA-474.3003631.KR182167.1.0-810.5731","OXA-474",3003631,"KR182167 . 1","0-810","5731",40241,"OXA-474","ALC79289.1","KR182167.1","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"OXA-476.3003633.KR182169.1.0-810.5733","OXA-476",3003633,"KR182169 . 1","0-810","5733",40243,"OXA-476","ALC79291.1","KR182169.1","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"OXA-473.3003629.KR182166.1.0-810.5730","OXA-473",3003629,"KR182166 . 1","0-810","5730",40239,"OXA-473","ALC79288.1","KR182166.1","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"OXA-479.3003636.KR182172.1.0-810.5736","OXA-479",3003636,"KR182172 . 1","0-810","5736",40246,"OXA-479","ALC79294.1","KR182172.1","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"OXA-470.3003626.KR182163.1.0-810.5727","OXA-470",3003626,"KR182163 . 1","0-810","5727",40236,"OXA-470","ALC79285.1","KR182163.1","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"OXA-472.3003628.KR182165.1.0-807.5729","OXA-472",3003628,"KR182165 . 1","0-807","5729",40238,"OXA-472","ALC79287.1","KR182165.1","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"OXA-477.3003634.KR182170.1.0-810.5734","OXA-477",3003634,"KR182170 . 1","0-810","5734",40244,"OXA-477","ALC79292.1","KR182170.1","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"OXA-471.3003627.KR182164.1.0-810.5728","OXA-471",3003627,"KR182164 . 1","0-810","5728",40237,"OXA-471","ALC79286.1","KR182164.1","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"OXA-475.3003632.KR182168.1.0-810.5732","OXA-475",3003632,"KR182168 . 1","0-810","5732",40242,"OXA-475","ALC79290.1","KR182168.1","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"eatAv.3003761.KF010779.1.0-1503.3626","eatAv",3003761,"KF010779 . 1","0-1503","3626",40408,"eatAv","AGQ48857.1","KF010779.1","ABC-F ATP-binding cassette ribosomal protection protein","lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic","antibiotic target protection"
"efmA.3003954.AB467372.1.284-1571.3757","efmA",3003954,"AB467372 . 1","284-1571","3757",40724,"efmA","BAG75524.1","AB467372.1","major facilitator superfamily (MFS) antibiotic efflux pump","fluoroquinolone antibiotic;macrolide antibiotic","antibiotic efflux"
"Enterococcus_faecium_cls.3003092.CP013009.1.1008840-1010292.4733","Enterococcus_faecium_cls",3003092,"CP013009 . 1","1008840-1010292","4733",39639,"Enterococcus faecium cls conferring resistance to daptomycin","ALL09868.1","CP013009.1","daptomycin resistant cls","peptide antibiotic","antibiotic target alteration"
"msrC.3002819.AF313494.0-1479.363","msrC",3002819,"AF313494","0-1479","363",39253,"msrC","AAK01167.1","AF313494","ABC-F ATP-binding cassette ribosomal protection protein","lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic","antibiotic target protection"
"aadA25.3003197.CP003022.336788-337580.3329","aadA25",3003197,"CP003022","336788-337580","3329",39780,"aadA25","AET15272.1","CP003022","ANT(3'')","aminoglycoside antibiotic","antibiotic inactivation"
"tet(C).3000167.AY043299.1.3984-5175.4420","tet(C)",3000167,"AY043299 . 1","3984-5175","4420",36306,"tet(C)","AAK97755.1","AY043299.1","major facilitator superfamily (MFS) antibiotic efflux pump","tetracycline antibiotic","antibiotic efflux"
"vanXYG.3003069.DQ212986.7030-7795.123","vanXYG",3003069,"DQ212986","7030-7795","123",39549,"vanXYG","ABA71732.1","DQ212986","glycopeptide resistance gene cluster;vanXY","glycopeptide antibiotic","antibiotic target alteration"
"vanHD.3002944.AY082011.4936-5908.428","vanHD",3002944,"AY082011","4936-5908","428",39378,"vanHD","AAM09850.1","AY082011","glycopeptide resistance gene cluster;vanH","glycopeptide antibiotic","antibiotic target alteration"
"Pseudomonas_aeruginosa_catB7.3002679.NC_002516.2.779462-780101.4740","Pseudomonas_aeruginosa_catB7",3002679,"NC_002516 . 2","779462-780101","4740",39113,"Pseudomonas aeruginosa catB7","NP_249397.1","NC_002516.2","chloramphenicol acetyltransferase (CAT)","phenicol antibiotic","antibiotic inactivation"
"ampH.3004612.AP012030.1.395553-396711.5238","ampH",3004612,"AP012030 . 1","395553-396711","5238",42576,"Escherichia coli ampH beta-lactamase","BAJ42218.1","AP012030.1","ampC-type beta-lactamase","cephalosporin;penam","antibiotic inactivation"
"marR.3003378.U00096.1619119-1619554.2097","marR",3003378,"U00096","1619119-1619554","2097",39962,"Escherichia coli marR mutant conferring antibiotic resistance","AAC74603.2","U00096","resistance-nodulation-cell division (RND) antibiotic efflux pump","cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan","antibiotic efflux;antibiotic target alteration"
"mdtG.3001329.CP000800.1.1191727-1192954.4574","mdtG",3001329,"CP000800 . 1","1191727-1192954","4574",37728,"mdtG","ABV18113.1","CP000800.1","major facilitator superfamily (MFS) antibiotic efflux pump","fosfomycin","antibiotic efflux"
"Escherichia_coli_UhpT.3003890.HG738867.2934266-2935658.3667","Escherichia_coli_UhpT",3003890,"HG738867","2934266-2935658","3667",40592,"Escherichia coli UhpT with mutation conferring resistance to fosfomycin","CDJ73208","HG738867","antibiotic-resistant UhpT","fosfomycin","antibiotic target alteration"
"emrY.3000254.D78168.1591-3130.65","emrY",3000254,"D78168","1591-3130","65",36393,"emrY","BAA11237.1","D78168","major facilitator superfamily (MFS) antibiotic efflux pump","tetracycline antibiotic","antibiotic efflux"
"OXY-6-3.3002415.AJ871876.0-876.1060","OXY-6-3",3002415,"AJ871876","0-876","1060",38815,"OXY-6-3","CAI43424.1","AJ871876","OXY beta-lactamase","cephalosporin;monobactam;penam","antibiotic inactivation"
"lsaC.3003112.HM990671.5192-6671.76","lsaC",3003112,"HM990671","5192-6671","76",39688,"lsaC","AEA37904.1","HM990671","ABC-F ATP-binding cassette ribosomal protection protein","lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic","antibiotic target protection"
"OXY-6-4.3002416.AJ871877.0-876.1141","OXY-6-4",3002416,"AJ871877","0-876","1141",38816,"OXY-6-4","CAI43425.1","AJ871877","OXY beta-lactamase","cephalosporin;monobactam;penam","antibiotic inactivation"
"OXY-5-2.3002412.AJ871871.0-873.816","OXY-5-2",3002412,"AJ871871","0-873","816",38812,"OXY-5-2","CAI43419.1","AJ871871","OXY beta-lactamase","cephalosporin;monobactam;penam","antibiotic inactivation"
"OXY-5-1.3002411.AJ871869.0-873.2017","OXY-5-1",3002411,"AJ871869","0-873","2017",38811,"OXY-5-1","CAI43417.1","AJ871869","OXY beta-lactamase","cephalosporin;monobactam;penam","antibiotic inactivation"
"OXY-1-2.3002390.AJ871865.0-876.2016","OXY-1-2",3002390,"AJ871865","0-876","2016",38790,"OXY-1-2","CAI43413.1","AJ871865","OXY beta-lactamase","cephalosporin;monobactam;penam","antibiotic inactivation"
"OXY-6-1.3002413.AJ871874.0-876.897","OXY-6-1",3002413,"AJ871874","0-876","897",38813,"OXY-6-1","CAI43422.1","AJ871874","OXY beta-lactamase","cephalosporin;monobactam;penam","antibiotic inactivation"
"OXY-6-2.3002414.AJ871875.0-873.983","OXY-6-2",3002414,"AJ871875","0-873","983",38814,"OXY-6-2","CAI43423.1","AJ871875","OXY beta-lactamase","cephalosporin;monobactam;penam","antibiotic inactivation"
"OXY-1-1.3002389.Z30177.348-1224.1938","OXY-1-1",3002389,"Z30177","348-1224","1938",38789,"OXY-1-1","CAA82916.1","Z30177","OXY beta-lactamase","cephalosporin;monobactam;penam","antibiotic inactivation"
"OXY-1-6.3002394.Y17715.146-1022.982","OXY-1-6",3002394,"Y17715","146-1022","982",38794,"OXY-1-6","CAB42615.1","Y17715","OXY beta-lactamase","cephalosporin;monobactam;penam","antibiotic inactivation"
"OXY-1-4.3002392.AY077483.182-1055.896","OXY-1-4",3002392,"AY077483","182-1055","896",38792,"OXY-1-4","AAL78276.1","AY077483","OXY beta-lactamase","cephalosporin;monobactam;penam","antibiotic inactivation"
"ErmQ.3000593.L22689.261-1035.678","ErmQ",3000593,"L22689","261-1035","678",36732,"ErmQ","AAC36915.1","L22689","Erm 23S ribosomal RNA methyltransferase","lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic","antibiotic target alteration"
"H-NS.3000676.BA000007.3.1737690-1738104.5476","H-NS",3000676,"BA000007 . 3","1737690-1738104","5476",37020,"H-NS","BAB35162.1","BA000007.3","major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump","cephalosporin;cephamycin;fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic","antibiotic efflux"
"OXY-1-3.3002391.AY077482.161-1037.815","OXY-1-3",3002391,"AY077482","161-1037","815",38791,"OXY-1-3","AAL78275.1","AY077482","OXY beta-lactamase","cephalosporin;monobactam;penam","antibiotic inactivation"
"aadA2.3002602.AF156486.5012-5792.3404","aadA2",3002602,"AF156486","5012-5792","3404",39002,"aadA2","AAF27727.1","AF156486","ANT(3'')","aminoglycoside antibiotic","antibiotic inactivation"
"catI.3002683.V00622.243-903.482","catI",3002683,"V00622","243-903","482",39117,"catI","CAA23899.1","V00622","chloramphenicol acetyltransferase (CAT)","phenicol antibiotic","antibiotic inactivation"
"aadA8.3002608.AY139603.106-898.558","aadA8",3002608,"AY139603","106-898","558",39008,"aadA8","AAN41439.1","AY139603","ANT(3'')","aminoglycoside antibiotic","antibiotic inactivation"
"Shigella_flexneri_chloramphenicol.3004459.KF030445.1.23979-24639.5542","Shigella_flexneri_chloramphenicol",3004459,"KF030445 . 1","23979-24639","5542",NA,NA,NA,NA,NA,NA,NA
"aadA3.3002603.AF047479.1295-2087.372","aadA3",3002603,"AF047479","1295-2087","372",39003,"aadA3","AAC14728.1","AF047479","ANT(3'')","aminoglycoside antibiotic","antibiotic inactivation"
